probe,hexcode,logFC,neg_logPvalues,significant,expression_dummy_variable,expression,tooltip
1040_s_at,#0198F5,0.0735979455069784,0.0936863026269842,FALSE,0,no diff,1040_s_at
1041_at,#0198F5,0.00195191638738464,0.0000396468309127171,FALSE,0,no diff,1041_at
1042_at,#0198F5,0.0156808697330438,0.0000396468309127171,FALSE,0,no diff,1042_at
1043_s_at,#0198F5,0.0874019974155486,0.0563809084803858,FALSE,0,no diff,1043_s_at
1044_s_at,#0198F5,0.147190562491229,0.0000396468309127171,FALSE,0,no diff,1044_s_at
1045_s_at,#0198F5,0.301882151352703,0.0621027081418994,FALSE,0,no diff,1045_s_at
1046_at,#0198F5,-0.424061663179961,0.116686346127436,FALSE,0,no diff,1046_at
1047_s_at,#0198F5,-0.117445664533386,0.0000396468309127171,FALSE,0,no diff,1047_s_at
1048_at,#0198F5,0.0225134661214638,0.0000396468309127171,FALSE,0,no diff,1048_at
1049_g_at,#0198F5,-0.0055307595413142,0.0000396468309127171,FALSE,0,no diff,1049_g_at
105_at,#0198F5,0.0138145612437634,0.0000396468309127171,FALSE,0,no diff,105_at
1050_at,#0198F5,0.0490803054689158,0.0000396468309127171,FALSE,0,no diff,1050_at
1051_g_at,#0198F5,0.00391951894956241,0.0000396468309127171,FALSE,0,no diff,1051_g_at
1052_s_at,#0198F5,0.325705064118683,0.0000396468309127171,FALSE,0,no diff,1052_s_at
1053_at,#0198F5,-0.0586603860565458,0.0000396468309127171,FALSE,0,no diff,1053_at
1054_at,#0198F5,-0.0792657571060313,0.0000396468309127171,FALSE,0,no diff,1054_at
1055_g_at,#0198F5,-0.0643532212375356,0.0000396468309127171,FALSE,0,no diff,1055_g_at
1056_s_at,#0198F5,0.208924411828088,0.0000396468309127171,FALSE,0,no diff,1056_s_at
1057_at,#0198F5,0.0402071832423577,0.0000396468309127171,FALSE,0,no diff,1057_at
1058_at,#0198F5,0.016130033676875,0.0000396468309127171,FALSE,0,no diff,1058_at
1059_at,#0198F5,0.0125109284085403,0.0000396468309127171,FALSE,0,no diff,1059_at
106_at,#0198F5,0.415727933374901,0.0257880630008688,FALSE,0,no diff,106_at
1060_g_at,#0198F5,-0.0228572811460594,0.0000396468309127171,FALSE,0,no diff,1060_g_at
1061_at,#0198F5,0.249691853858486,0.0000396468309127171,FALSE,0,no diff,1061_at
1062_g_at,#0198F5,0.371046498374348,0.127403685343026,FALSE,0,no diff,1062_g_at
1063_s_at,#0198F5,0.0456595275372155,0.0206405739916641,FALSE,0,no diff,1063_s_at
1064_at,#0198F5,-0.000270874507938039,0.0000396468309127171,FALSE,0,no diff,1064_at
1065_at,#0198F5,1.20529485512613,0.195659102834765,FALSE,0,no diff,1065_at
1066_at,#0198F5,0.0272827389973224,0.0000396468309127171,FALSE,0,no diff,1066_at
1067_at,#0198F5,0.184481222672079,0.0000396468309127171,FALSE,0,no diff,1067_at
1068_g_at,#0198F5,0.216768589041412,0.0143406230875792,FALSE,0,no diff,1068_g_at
1069_at,#0198F5,0.124307148198019,0.0637632312277004,FALSE,0,no diff,1069_at
107_at,#0198F5,-0.00190693368552476,0.0000396468309127171,FALSE,0,no diff,107_at
1070_at,#0198F5,-0.136404261363045,0.0000396468309127171,FALSE,0,no diff,1070_at
1071_at,#0198F5,-0.00289621499427876,0.0000396468309127171,FALSE,0,no diff,1071_at
1072_g_at,#0198F5,-0.00846358139888345,0.0000396468309127171,FALSE,0,no diff,1072_g_at
1073_at,#0198F5,-0.232102722171559,0.0876329273081077,FALSE,0,no diff,1073_at
1074_at,#0198F5,0.22251372460492,0.0000396468309127171,FALSE,0,no diff,1074_at
1075_f_at,#0198F5,0.00838860603242177,0.0000396468309127171,FALSE,0,no diff,1075_f_at
1076_at,#0198F5,0.0835713163581946,0.0000396468309127171,FALSE,0,no diff,1076_at
1077_at,#0198F5,0.0481269790178889,0.0000396468309127171,FALSE,0,no diff,1077_at
1078_at,#0198F5,0.0331699249592593,0.0000396468309127171,FALSE,0,no diff,1078_at
1079_g_at,#0198F5,0.00947513583506313,0.0000396468309127171,FALSE,0,no diff,1079_g_at
108_g_at,#0198F5,-0.0174362064471313,0.0000396468309127171,FALSE,0,no diff,108_g_at
1080_s_at,#0198F5,0.00636607257593712,0.0000396468309127171,FALSE,0,no diff,1080_s_at
1081_at,#0198F5,-0.336228853990732,0.0000396468309127171,FALSE,0,no diff,1081_at
1082_at,#0198F5,0.0404860297406395,0.0206405739916641,FALSE,0,no diff,1082_at
1083_s_at,#0198F5,0.00210822284356634,0.0000396468309127171,FALSE,0,no diff,1083_s_at
1084_at,#0198F5,0.00715479090633625,0.0000396468309127171,FALSE,0,no diff,1084_at
1085_s_at,#0198F5,-0.105890049878254,0.0000396468309127171,FALSE,0,no diff,1085_s_at
1086_at,#0198F5,-0.019699281522291,0.0000396468309127171,FALSE,0,no diff,1086_at
1087_at,#0198F5,0.028707849191863,0.0000396468309127171,FALSE,0,no diff,1087_at
1088_at,#0198F5,0.0203713304611717,0.0000396468309127171,FALSE,0,no diff,1088_at
1089_i_at,#0198F5,-0.281894746975873,0.0000396468309127171,FALSE,0,no diff,1089_i_at
109_at,#0198F5,0.0181239980060986,0.0000396468309127171,FALSE,0,no diff,109_at
1090_f_at,#0198F5,0.152647140823583,0.0000396468309127171,FALSE,0,no diff,1090_f_at
1091_at,#0198F5,0.0589425283733134,0.0000396468309127171,FALSE,0,no diff,1091_at
1092_at,#0198F5,0.0459630180088081,0.0000396468309127171,FALSE,0,no diff,1092_at
1093_at,#0198F5,0.0283062567814986,0.0000396468309127171,FALSE,0,no diff,1093_at
1094_g_at,#0198F5,0.0256002165248811,0.0000396468309127171,FALSE,0,no diff,1094_g_at
1095_s_at,#0198F5,0.0451475597015407,0.0000396468309127171,FALSE,0,no diff,1095_s_at
1096_g_at,#0198F5,0.132864878986275,0.0000396468309127171,FALSE,0,no diff,1096_g_at
1097_s_at,#0198F5,-0.109273179826607,0.0000396468309127171,FALSE,0,no diff,1097_s_at
1098_at,#0198F5,0.00473174290775609,0.0000396468309127171,FALSE,0,no diff,1098_at
1099_s_at,#0198F5,0.0011861766110581,0.0000396468309127171,FALSE,0,no diff,1099_s_at
110_at,#0198F5,0.0000314340409020887,0.0000396468309127171,FALSE,0,no diff,110_at
1100_at,#0198F5,-0.00253321856103968,0.0000396468309127171,FALSE,0,no diff,1100_at
1101_at,#0198F5,0.150771899521335,0.0000396468309127171,FALSE,0,no diff,1101_at
1102_s_at,#0198F5,0.148156746642505,0.0000396468309127171,FALSE,0,no diff,1102_s_at
1103_at,#0198F5,-0.000927709336826163,0.0000396468309127171,FALSE,0,no diff,1103_at
1104_s_at,#0198F5,-0.0149197342299946,0.0000396468309127171,FALSE,0,no diff,1104_s_at
1105_s_at,#0198F5,-0.167982352650006,0.0000396468309127171,FALSE,0,no diff,1105_s_at
1106_s_at,#0198F5,0.242069941379571,0.0000396468309127171,FALSE,0,no diff,1106_s_at
1107_s_at,#0198F5,-1.22384938140247,0.351330004875379,FALSE,0,no diff,1107_s_at
1108_s_at,#0198F5,0.00705811893200301,0.0000396468309127171,FALSE,0,no diff,1108_s_at
1109_s_at,#0198F5,-0.000904642214808634,0.0000396468309127171,FALSE,0,no diff,1109_s_at
111_at,#0198F5,-0.0462187417737143,0.0000396468309127171,FALSE,0,no diff,111_at
1110_at,#0198F5,0.00930454593198874,0.0000396468309127171,FALSE,0,no diff,1110_at
1111_at,#0198F5,0.000714076677215698,0.0000396468309127171,FALSE,0,no diff,1111_at
1112_g_at,#0198F5,0.0402192051734259,0.0000396468309127171,FALSE,0,no diff,1112_g_at
1113_at,#0198F5,0.0202434625884117,0.0000396468309127171,FALSE,0,no diff,1113_at
1114_at,#0198F5,-0.00724692984749782,0.0000396468309127171,FALSE,0,no diff,1114_at
1115_at,#0198F5,1.36099922251901,0.462197850122101,FALSE,0,no diff,1115_at
1116_at,#0198F5,-0.0390161841040139,0.0000396468309127171,FALSE,0,no diff,1116_at
1117_at,#0198F5,0.0424351489209688,0.0000396468309127171,FALSE,0,no diff,1117_at
1118_at,#0198F5,0.29222993008963,0.0000396468309127171,FALSE,0,no diff,1118_at
1119_at,#0198F5,-0.603778396364057,0.390160594101782,FALSE,0,no diff,1119_at
112_g_at,#0198F5,0.005503135063724,0.0000396468309127171,FALSE,0,no diff,112_g_at
1120_at,#0198F5,-0.0211328798383989,0.0000396468309127171,FALSE,0,no diff,1120_at
1121_g_at,#0198F5,-0.0195351404337366,0.0000396468309127171,FALSE,0,no diff,1121_g_at
1122_f_at,#0198F5,-0.0265977163368183,0.0000396468309127171,FALSE,0,no diff,1122_f_at
1123_at,#0198F5,0.00856280913613488,0.0000396468309127171,FALSE,0,no diff,1123_at
1124_at,#0198F5,0.390389330238406,0.115020785047964,FALSE,0,no diff,1124_at
1125_s_at,#0198F5,0.082720089643643,0.0000396468309127171,FALSE,0,no diff,1125_s_at
1126_s_at,#0198F5,-0.0839262598683623,0.0000396468309127171,FALSE,0,no diff,1126_s_at
1127_at,#0198F5,-0.409007931175783,0.00416578563045557,FALSE,0,no diff,1127_at
1128_s_at,#0198F5,0.0228978027727792,0.0000396468309127171,FALSE,0,no diff,1128_s_at
1129_at,#0198F5,0.00546005484263285,0.0000396468309127171,FALSE,0,no diff,1129_at
113_i_at,#0198F5,0.0182315718521588,0.0000396468309127171,FALSE,0,no diff,113_i_at
1130_at,#0198F5,-0.139813969085898,0.0000396468309127171,FALSE,0,no diff,1130_at
1131_at,#0198F5,-0.369182054460329,0.0000396468309127171,FALSE,0,no diff,1131_at
1132_s_at,#0198F5,0.0132992660882656,0.0000396468309127171,FALSE,0,no diff,1132_s_at
1133_at,#0198F5,0.00611375825860876,0.0000396468309127171,FALSE,0,no diff,1133_at
1134_at,#0198F5,0.200981058064481,0.0000396468309127171,FALSE,0,no diff,1134_at
1135_at,#0198F5,-0.0797766030636027,0.0000396468309127171,FALSE,0,no diff,1135_at
1136_at,#0198F5,-0.0252302452208109,0.0000396468309127171,FALSE,0,no diff,1136_at
1137_at,#0198F5,0.0608919781803201,0.0000396468309127171,FALSE,0,no diff,1137_at
1138_at,#0198F5,0.465882793658914,0.150948016159375,FALSE,0,no diff,1138_at
1139_at,#0198F5,0.117251981251483,0.0000396468309127171,FALSE,0,no diff,1139_at
114_r_at,#0198F5,-0.0035187616525677,0.0000396468309127171,FALSE,0,no diff,114_r_at
1140_at,#0198F5,-0.0502848350984552,0.0000396468309127171,FALSE,0,no diff,1140_at
1141_at,#0198F5,-0.00208525245664231,0.0000396468309127171,FALSE,0,no diff,1141_at
1142_at,#0198F5,-0.0164998874804104,0.0000396468309127171,FALSE,0,no diff,1142_at
1143_s_at,#0198F5,0.0029376832791239,0.0000396468309127171,FALSE,0,no diff,1143_s_at
1144_at,#0198F5,0.00593835848990927,0.0000396468309127171,FALSE,0,no diff,1144_at
1145_g_at,#0198F5,-0.0115491313857357,0.0000396468309127171,FALSE,0,no diff,1145_g_at
1146_at,#0198F5,0.293419853352971,0.0549394654347208,FALSE,0,no diff,1146_at
1147_at,#0198F5,0.0060029976214049,0.0000396468309127171,FALSE,0,no diff,1147_at
1148_s_at,#0198F5,0.0100578839742254,0.0000396468309127171,FALSE,0,no diff,1148_s_at
1149_at,#0198F5,0.00196594342348474,0.0000396468309127171,FALSE,0,no diff,1149_at
115_at,#0198F5,0.0417119032271734,0.0000396468309127171,FALSE,0,no diff,115_at
1150_at,#0198F5,0.19387911423442,0.0000396468309127171,FALSE,0,no diff,1150_at
1151_at,#0198F5,-0.120339575262569,0.0000396468309127171,FALSE,0,no diff,1151_at
1152_i_at,#0198F5,-0.178947410499355,0.0000396468309127171,FALSE,0,no diff,1152_i_at
1153_f_at,#0198F5,-0.00955467178478419,0.0000396468309127171,FALSE,0,no diff,1153_f_at
1154_at,#0198F5,-0.443885449147673,0.285839039320378,FALSE,0,no diff,1154_at
1155_at,#0198F5,0.0744343179177713,0.0000396468309127171,FALSE,0,no diff,1155_at
1156_at,#0198F5,0.00567782115405016,0.0000396468309127171,FALSE,0,no diff,1156_at
1157_s_at,#0198F5,0.0152356907519604,0.0000396468309127171,FALSE,0,no diff,1157_s_at
1158_s_at,#0198F5,0.247589240806284,0.0719654500836617,FALSE,0,no diff,1158_s_at
1159_at,#0198F5,0.225551200130548,0.0242231235065952,FALSE,0,no diff,1159_at
116_at,#0198F5,0.037710109105766,0.0000396468309127171,FALSE,0,no diff,116_at
1160_at,#0198F5,-0.273175987292184,0.0000396468309127171,FALSE,0,no diff,1160_at
1161_at,#0198F5,-0.422913386512951,0.0000396468309127171,FALSE,0,no diff,1161_at
1162_g_at,#0198F5,-0.0422404480616247,0.0000396468309127171,FALSE,0,no diff,1162_g_at
1163_at,#0198F5,0.0250391965371063,0.0000396468309127171,FALSE,0,no diff,1163_at
1164_at,#0198F5,-0.0501376597581095,0.0000396468309127171,FALSE,0,no diff,1164_at
1165_at,#0198F5,-0.163435814839595,0.0000396468309127171,FALSE,0,no diff,1165_at
1166_at,#0198F5,-0.102835124788242,0.0000396468309127171,FALSE,0,no diff,1166_at
1167_s_at,#0198F5,-0.0217554488813331,0.0000396468309127171,FALSE,0,no diff,1167_s_at
1168_at,#0198F5,0.0661235216718207,0.0748578271198232,FALSE,0,no diff,1168_at
1169_at,#0198F5,0.00572508917896014,0.0000396468309127171,FALSE,0,no diff,1169_at
117_at,#0198F5,-0.633141386119547,0.0595008949226154,FALSE,0,no diff,117_at
1170_at,#0198F5,0.0000560389147309949,0.0000396468309127171,FALSE,0,no diff,1170_at
1171_s_at,#0198F5,0.179762214182151,0.0000396468309127171,FALSE,0,no diff,1171_s_at
1172_at,#0198F5,0.00688070776976396,0.0000396468309127171,FALSE,0,no diff,1172_at
1173_g_at,#0198F5,-0.096149504227931,0.0000396468309127171,FALSE,0,no diff,1173_g_at
1174_at,#0198F5,0.00531131724180142,0.0000396468309127171,FALSE,0,no diff,1174_at
1175_s_at,#0198F5,-0.0670711164228168,0.0000396468309127171,FALSE,0,no diff,1175_s_at
1176_at,#0198F5,0.0100711454656056,0.0000396468309127171,FALSE,0,no diff,1176_at
1177_at,#0198F5,-0.031154993775044,0.0000396468309127171,FALSE,0,no diff,1177_at
1178_at,#0198F5,-0.222700159630207,0.0000396468309127171,FALSE,0,no diff,1178_at
1179_at,#0198F5,-0.403502271962498,0.0733869749464705,FALSE,0,no diff,1179_at
118_at,#0198F5,-0.00122048476695003,0.0000396468309127171,FALSE,0,no diff,118_at
1180_g_at,#0198F5,-0.0974359581357696,0.0000396468309127171,FALSE,0,no diff,1180_g_at
1181_at,#0198F5,0.0286863602071247,0.0000396468309127171,FALSE,0,no diff,1181_at
1182_at,#0198F5,0.024603861946097,0.0000396468309127171,FALSE,0,no diff,1182_at
1183_at,#0198F5,0.00806034252481811,0.0000396468309127171,FALSE,0,no diff,1183_at
1184_at,#0198F5,-0.332150992475575,0.0621027081418994,FALSE,0,no diff,1184_at
1185_at,#0198F5,0.021506524772893,0.0000396468309127171,FALSE,0,no diff,1185_at
1186_at,#0198F5,0.0189385027775534,0.0000396468309127171,FALSE,0,no diff,1186_at
1187_at,#0198F5,0.00368641315631449,0.0000396468309127171,FALSE,0,no diff,1187_at
1188_g_at,#0198F5,0.0342697577905703,0.0000396468309127171,FALSE,0,no diff,1188_g_at
1189_at,#0198F5,0.120890200566794,0.0000396468309127171,FALSE,0,no diff,1189_at
1190_at,#0198F5,-0.0852045130658261,0.0000396468309127171,FALSE,0,no diff,1190_at
1191_s_at,#0198F5,-0.15351512500619,0.0000396468309127171,FALSE,0,no diff,1191_s_at
1192_at,#0198F5,0.359695296634156,0.00058783328344305,FALSE,0,no diff,1192_at
1193_at,#0198F5,0.0420651863026266,0.0000396468309127171,FALSE,0,no diff,1193_at
1194_g_at,#0198F5,0.0105109464224969,0.0000396468309127171,FALSE,0,no diff,1194_g_at
1195_s_at,#0198F5,-0.089350724529211,0.0000396468309127171,FALSE,0,no diff,1195_s_at
1196_at,#0198F5,-0.136303579913627,0.332175618736408,FALSE,0,no diff,1196_at
1197_at,#0198F5,0.0243524460971338,0.0000396468309127171,FALSE,0,no diff,1197_at
1198_at,#0198F5,0.0501719336740478,0.0000396468309127171,FALSE,0,no diff,1198_at
1199_at,#0198F5,0.0871854197373661,0.0000396468309127171,FALSE,0,no diff,1199_at
120_at,#0198F5,0.0084188917535534,0.0000396468309127171,FALSE,0,no diff,120_at
1200_at,#0198F5,-0.00366586595481441,0.0000396468309127171,FALSE,0,no diff,1200_at
1201_at,#0198F5,-0.0875466989417043,0.0000396468309127171,FALSE,0,no diff,1201_at
1202_g_at,#0198F5,-0.23208054531317,0.0343318787086717,FALSE,0,no diff,1202_g_at
1203_at,#0198F5,0.00513790215445446,0.0000396468309127171,FALSE,0,no diff,1203_at
1204_at,#0198F5,0.176652751368061,0.0000396468309127171,FALSE,0,no diff,1204_at
1205_at,#0198F5,0.00351672326279438,0.0000396468309127171,FALSE,0,no diff,1205_at
1206_at,#0198F5,-0.0105454089120051,0.0000396468309127171,FALSE,0,no diff,1206_at
1207_at,#0198F5,-0.00239190737257597,0.0000396468309127171,FALSE,0,no diff,1207_at
1208_at,#0198F5,-0.00558571094383733,0.0000396468309127171,FALSE,0,no diff,1208_at
1209_at,#0198F5,0.121829407039921,0.0000396468309127171,FALSE,0,no diff,1209_at
121_at,#0198F5,-0.0662331111677537,0.0000396468309127171,FALSE,0,no diff,121_at
1210_s_at,#0198F5,-0.00738301829201874,0.0000396468309127171,FALSE,0,no diff,1210_s_at
1211_s_at,#0198F5,-0.542868902659149,0.593669486293438,FALSE,0,no diff,1211_s_at
1212_at,#0198F5,-0.282500796984642,0.0338842902188988,FALSE,0,no diff,1212_at
1213_at,#0198F5,-0.212754973627989,0.0000396468309127171,FALSE,0,no diff,1213_at
1214_s_at,#0198F5,0.0305822416734646,0.0000396468309127171,FALSE,0,no diff,1214_s_at
1217_g_at,#0198F5,-0.0613357696367692,0.0000396468309127171,FALSE,0,no diff,1217_g_at
1218_at,#0198F5,-0.0149432869762801,0.0000396468309127171,FALSE,0,no diff,1218_at
1219_at,#0198F5,0.00263014411603608,0.0000396468309127171,FALSE,0,no diff,1219_at
122_at,#0198F5,0.0253555406030384,0.0000396468309127171,FALSE,0,no diff,122_at
1220_g_at,#0198F5,-0.0479805478237405,0.0000396468309127171,FALSE,0,no diff,1220_g_at
1221_at,#0198F5,0.060204047539329,0.0000396468309127171,FALSE,0,no diff,1221_at
1222_at,#0198F5,0.0113073067093306,0.0000396468309127171,FALSE,0,no diff,1222_at
1223_at,#0198F5,0.00865271180560746,0.0000396468309127171,FALSE,0,no diff,1223_at
1224_at,#0198F5,0.00193895618055271,0.0000396468309127171,FALSE,0,no diff,1224_at
1225_g_at,#0198F5,0.00585734721039263,0.0000396468309127171,FALSE,0,no diff,1225_g_at
1226_at,#0198F5,0.622637237687255,0.176689920096567,FALSE,0,no diff,1226_at
1227_g_at,#0198F5,0.347360271980243,0.368421467707467,FALSE,0,no diff,1227_g_at
1228_s_at,#0198F5,-0.0172761191546604,0.0000396468309127171,FALSE,0,no diff,1228_s_at
1229_at,#0198F5,-0.237882752129036,0.0000396468309127171,FALSE,0,no diff,1229_at
123_at,#0198F5,0.0163125692217577,0.0000396468309127171,FALSE,0,no diff,123_at
1230_g_at,#0198F5,-0.258871928256273,0.0000396468309127171,FALSE,0,no diff,1230_g_at
1231_at,#0198F5,-0.147817017246242,0.403682140507106,FALSE,0,no diff,1231_at
1232_s_at,#0198F5,0.0159231238921972,0.0000396468309127171,FALSE,0,no diff,1232_s_at
1233_s_at,#0198F5,-0.00455642817522109,0.0000396468309127171,FALSE,0,no diff,1233_s_at
1234_at,#0198F5,0.00449318056922768,0.0000396468309127171,FALSE,0,no diff,1234_at
1235_at,#0198F5,-0.459128479590576,0.405542148634102,FALSE,0,no diff,1235_at
1236_s_at,#0198F5,0.0180990694821834,0.0000396468309127171,FALSE,0,no diff,1236_s_at
1237_at,#0198F5,0.262193996020552,0.192968417888972,FALSE,0,no diff,1237_at
1238_at,#0198F5,0.035242204542803,0.0000396468309127171,FALSE,0,no diff,1238_at
1239_s_at,#0198F5,0.0101019155303831,0.0000396468309127171,FALSE,0,no diff,1239_s_at
1240_at,#0198F5,-0.00193171520689876,0.0000396468309127171,FALSE,0,no diff,1240_at
1241_at,#0198F5,0.0583875397875364,0.0000396468309127171,FALSE,0,no diff,1241_at
1242_at,#0198F5,-0.109349843216614,0.0175786015451701,FALSE,0,no diff,1242_at
1243_at,#0198F5,0.407541425843954,0.110024488393067,FALSE,0,no diff,1243_at
1244_at,#0198F5,0.17263172813861,0.0327980520713978,FALSE,0,no diff,1244_at
1245_i_at,#0198F5,-0.377065769741905,0.161629201058185,FALSE,0,no diff,1245_i_at
1246_at,#0198F5,-0.0576833515930949,0.0000396468309127171,FALSE,0,no diff,1246_at
1247_g_at,#0198F5,0.00341626875535022,0.0000396468309127171,FALSE,0,no diff,1247_g_at
1248_at,#0198F5,0.0574843197234745,0.0000396468309127171,FALSE,0,no diff,1248_at
1249_at,#0198F5,0.0453966499525108,0.0000396468309127171,FALSE,0,no diff,1249_at
1250_at,#0198F5,0.313445009283654,0.290535601671485,FALSE,0,no diff,1250_at
1251_g_at,#0198F5,-0.00188737583494634,0.0000396468309127171,FALSE,0,no diff,1251_g_at
1252_at,#0198F5,-0.245985401727342,0.0000396468309127171,FALSE,0,no diff,1252_at
1253_at,#0198F5,-0.0864588337889476,0.0000396468309127171,FALSE,0,no diff,1253_at
1254_at,#0198F5,0.011874707052882,0.0000396468309127171,FALSE,0,no diff,1254_at
1255_g_at,#0198F5,0.00171646950773338,0.0000396468309127171,FALSE,0,no diff,1255_g_at
1256_at,#0198F5,0.0316145722952295,0.0000396468309127171,FALSE,0,no diff,1256_at
1257_s_at,#0198F5,-0.0655134298981333,0.00928415825699391,FALSE,0,no diff,1257_s_at
1258_s_at,#0198F5,-0.0522174792445737,0.0000396468309127171,FALSE,0,no diff,1258_s_at
1259_at,#0198F5,-0.0054655131647029,0.0000396468309127171,FALSE,0,no diff,1259_at
126_s_at,#0198F5,0.0293906192308837,0.0000396468309127171,FALSE,0,no diff,126_s_at
1260_s_at,#0198F5,0.0135976393935284,0.0000396468309127171,FALSE,0,no diff,1260_s_at
1261_i_at,#0198F5,-0.00251724331381237,0.0000396468309127171,FALSE,0,no diff,1261_i_at
1262_s_at,#0198F5,0.0612550459335345,0.0000396468309127171,FALSE,0,no diff,1262_s_at
1263_at,#0198F5,0.0428121858109651,0.0000396468309127171,FALSE,0,no diff,1263_at
1264_at,#0198F5,-0.0372142388176355,0.0000396468309127171,FALSE,0,no diff,1264_at
1265_g_at,#0198F5,-0.35158349289787,0.100125743218926,FALSE,0,no diff,1265_g_at
1266_s_at,#0198F5,0.0150760214211318,0.0000396468309127171,FALSE,0,no diff,1266_s_at
1267_at,#0198F5,0.295140990011993,0.049788196351216,FALSE,0,no diff,1267_at
1268_at,#0198F5,-0.252696171060188,0.0000396468309127171,FALSE,0,no diff,1268_at
1269_at,#0198F5,-0.0740245388142232,0.0000396468309127171,FALSE,0,no diff,1269_at
1270_at,#0198F5,0.0620621832443035,0.0112472198041185,FALSE,0,no diff,1270_at
